,qid,docid,docno,rank,score,query,brand,model,text,clusters
131,q1,4886,d4887,131,7.190390288574131,mercedes bmw x1,bmw,320,"bmw 320 1992 £13,000 £13,000",4
132,q1,4896,d4897,132,7.190390288574131,mercedes bmw x1,bmw,327,"bmw 327 1939 £165,000 £165,000",4
134,q1,4952,d4953,134,7.190390288574131,mercedes bmw x1,bmw,320,"bmw 320 2002 £3,000 £3,000",4
135,q1,4953,d4954,135,7.190390288574131,mercedes bmw x1,bmw,325,"bmw 325 1988 £20,000 £20,000",4
137,q1,4977,d4978,137,7.190390288574131,mercedes bmw x1,bmw,m3,"bmw m3 2003 £14,000 £14,000",4
144,q1,5125,d5126,144,7.190390288574131,mercedes bmw x1,bmw,z8,"bmw z8 2000 €235,000 €235,000",4
149,q1,5334,d5335,149,7.190390288574131,mercedes bmw x1,bmw,isetta,"bmw isetta 1960 £17,000 £17,000",4
150,q1,5361,d5362,150,7.190390288574131,mercedes bmw x1,bmw,2002,"bmw 2002 1975 £25,000 £25,000",4
157,q1,5518,d5519,157,7.190390288574131,mercedes bmw x1,bmw,325,"bmw 325 1990 £8,000 £8,000",4
167,q1,5898,d5899,167,7.190390288574131,mercedes bmw x1,bmw,z3,"bmw z3 1997 £3,000 £3,000",4
168,q1,5902,d5903,168,7.190390288574131,mercedes bmw x1,bmw,z4,"bmw z4 2006 £4,000 £4,000",4
173,q1,6071,d6072,173,7.190390288574131,mercedes bmw x1,bmw,318,"bmw 318 1989 £5,000 £5,000",4
208,q1,5077,d5078,208,7.038995550444425,mercedes bmw x1,bmw,3+series,"bmw 3+series 1999 £13,000 £13,000",4
210,q1,5145,d5146,210,7.038995550444425,mercedes bmw x1,bmw,3.0,"bmw 3.0 1972 €80,000 €80,000",4
214,q1,5377,d5378,214,7.038995550444425,mercedes bmw x1,bmw,3+series,"bmw 3+series 1992 £12,000 £12,000",4
223,q1,6207,d6208,223,7.038995550444425,mercedes bmw x1,bmw,5+series,"bmw 5+series 1996 £4,000 £4,000",4
227,q1,6396,d6397,227,7.038995550444425,mercedes bmw x1,bmw,5+series,"bmw 5+series 1989 £9,000 £9,000",4
238,q1,5500,d5501,238,6.492217155045677,mercedes bmw x1,bmw,3.0+csi+right+hand+drive,"bmw 3.0+csi+right+hand+drive 1973 £145,000 £145,000",4
239,q1,779,d780,239,6.2946551882095525,mercedes bmw x1,Mercedes-Benz,250SE,"MercedesBenz 250SE 1966 $55,000 1966 Mercedes Benz 250SE, 4 Bucket Seats Rare Option, Currently Under Restoration Vehicle is sold without warranty Call 5614985600 or visit www.europeanautobodyinc.com $55,000",4
245,q1,387,d388,245,5.027682201094258,mercedes bmw x1,BMW,6 Series,"BMW 6 Series 1979 $15,000 1979 635CSI, 2 door couple,sun roof, 5 speed 265 Getrag, oil cooler, air, Koni suspension, clean gas tank, $15,000",4
83,q1,3081,d3082,83,7.190390288574131,mercedes bmw x1,bmw,z3,"bmw z3 2002 £10,500 £10,500",2
192,q1,3140,d3141,192,7.038995550444425,mercedes bmw x1,bmw,3+series,"bmw 3+series 1989 £10,995 £10,995",2
200,q1,3894,d3895,200,7.038995550444425,mercedes bmw x1,bmw,3+series,"bmw 3+series 1992 £10,995 £10,995",2
219,q1,5689,d5690,219,7.038995550444425,mercedes bmw x1,bmw,6+series,"bmw 6+series 2012 £10,995 £10,995",2
3,q1,2791,d2792,3,9.129216962830508,mercedes bmw x1,Mercedes Benz,350SL,"Mercedes Benz 350SL 1972 €29,950 MercedesBenz 350SL Mercedes Benz 350 SL | Nice driver's car | 1972 Highlights: Nice driver's car Mercedes Benz 350 SL for sale Beige MercedesBenz 350 SL for sale Want to buy a Mercedes Benz 350 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €29,950",3
4,q1,2786,d2787,4,9.077055397202194,mercedes bmw x1,Mercedes Benz,450SL,"Mercedes Benz 450SL 1978 €39,950 MercedesBenz 450SL Mercedes Benz 450 SL | Very good condition | Hardtop | 1978 Highlights: Very good condition MercedesBenz 450 SL in very good condition for sale MercedesBenz 450 SL with hard top for sale Want to buy a Mercedes Benz 450 SL? €39,950",3
43,q1,2890,d2891,43,8.176880211871849,mercedes bmw x1,Mercedes Benz,190SL,"Mercedes Benz 190SL 1956 €149,950 Mercedes Benz 190SL Mercedes Benz 190 SL | Extensively restored | 2nd Owner | 1956 Highlights: Extensively restored Extensively restored MercedesBenz 190 SL for sale MercedesBenz 190 SL in Signalrot for sale Want to buy a MercedesBenz 190 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €149,950",3
46,q1,2807,d2808,46,8.123174979483519,mercedes bmw x1,Mercedes Benz,450SL,"Mercedes Benz 450SL 1979 €36,950 Mercedes Benz 450 SL Mercedes Benz 450 SL | New paint | Good condition | 1979 Highlights: New paint MercedesBenz 450 SL with new paint for sale MercedesBenz 450 SL with red interior for sale Want to buy a MercedesBenz 450 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €36,950",3
47,q1,2809,d2810,47,8.123174979483519,mercedes bmw x1,Mercedes Benz,300 GD,"Mercedes Benz 300 GD 1984 €49,950 MercedesBenz 300 GD Mercedes Benz 300 GD | Bodyoff restored | 1984 Highlights: Bodyoff restored Bodyoff restored MercedesBenz 300 GD for sale Matte green MercedesBenz 300 GD for sale Want to buy a Mercedes Benz 300 GD? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €49,950",3
48,q1,2916,d2917,48,8.123174979483519,mercedes bmw x1,Mercedes Benz,450SL,"Mercedes Benz 450SL 1979 €39,950 Mercedes Benz 450 SL Mercedes Benz 450 SL | Restored | Unique colour scheme | 1979 Highlights: Restored Restored MercedesBenz 450 SL for sale MercedesBenz 450 SL in unique colour scheme for sale Want to buy a MercedesBenz 450 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €39,950",3
50,q1,2907,d2908,50,8.07017060902182,mercedes bmw x1,Mercedes Benz,450SL,"Mercedes Benz 450SL 1973 €34,950 Mercedes Benz 450 SL Mercedes Benz 450 SL | Revised engine | V8 | Good condition | 1973 Highlights: Revised engine MercedesBenz 450 SL with revised engine for sale MercedesBenz 450 SL with wire wheels for sale Want to buy a MercedesBenz 450 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €34,950",3
179,q1,2834,d2835,179,7.115697169280364,mercedes bmw x1,Mercedes Benz,280SL,"Mercedes Benz 280SL 1975 €39,950 MercedesBenz 280SL Mercedes Benz 280 SL | Restored | Good condition | 1975 Highlights: Restored Restored MercedesBenz 280 SL for sale MercedesBenz 280 SL in Signalrot for sale Want to buy a MercedesBenz 280 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €39,950",3
180,q1,2795,d2796,180,7.05481397375665,mercedes bmw x1,Mercedes Benz,350SL,"Mercedes Benz 350SL 1978 €34,950 MercedesBenz 350 SL Mercedes Benz 350 SL | Restored | 1978 Highlights: Restored Restored MercedesBenz 350 SL for sale Gold coloured MercedesBenz 350 SL for sale MercedesBenz 350 SL for sale at E&R Classics We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €34,950",3
229,q1,2887,d2888,229,6.99496379488119,mercedes bmw x1,Mercedes Benz,230SL,"Mercedes Benz 230SL 1965 €129,950 MercedesBenz 230 SL Mercedes Benz 230 SL | Restored | 1965 Highlights: Restored Restored MercedesBenz 230 SL for sale Dark green MercedesBenz 230 SL Pagoda for sale Want to buy a MercedesBenz 230 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €129,950",3
230,q1,2825,d2826,230,6.936120562738441,mercedes bmw x1,Mercedes Benz,230SL,"Mercedes Benz 230SL 1964 €109,950 MercedesBenz 230 SL Mercedes Benz 230 SL | New interior | Good condition | 1964 Highlights: Good condition MercedesBenz 230 SL in good condition for sale MercedesBenz 230 SL with new interior for sale Want to buy a MercedesBenz 230 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €109,950",3
231,q1,2818,d2819,231,6.765384682016567,mercedes bmw x1,Mercedes Benz,280SL,"Mercedes Benz 280SL 1968 €129,950 MercedesBenz 280 SL Mercedes Benz 280 SL | Restored | History known | Manual transmission | 1968 Highlights: Restored Restored MercedesBenz 280 SL for sale MercedesBenz 280 SL with hard top for sale Want to buy a MercedesBenz 280 SL Pagode? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €129,950",3
232,q1,2919,d2920,232,6.765384682016567,mercedes bmw x1,Mercedes Benz,450SL,"Mercedes Benz 450SL 1979 €36,950 MercedesBenz 450SL Mercedes Benz 450 SL | V8 | Automatic gearbox | Climate control | 1979 Highlights: Hard top and soft top present MercedesBenz 450 SL for sale MercedesBenz 450 SL with various options for sale Want to buy a MercedesBenz 450 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €36,950",3
235,q1,2817,d2818,235,6.602852355481492,mercedes bmw x1,Mercedes Benz,380SL,"Mercedes Benz 380SL 1983 €89,950 MercedesBenz 380 SL Mercedes Benz 380 SL | 90,000 Restoration | Concours Condition | 1983 Highlights: Bodyoff restored for 90,000 in 2019 MercedesBenz 380 SL in concours condition for sale Bodyoff restored MercedesBenz 380 SL Want to buy a MercedesBenz 380 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €89,950",3
236,q1,2879,d2880,236,6.602852355481492,mercedes bmw x1,Mercedes Benz,280SL,"Mercedes Benz 280SL 1968 €159,950 MercedesBenz 280 SL Mercedes Benz 280 SL | Extensively restored | Very good condition | 1968 Highlights: Extensively restored Extensively restored MercedesBenz 280 SL Pagode for sale MercedesBenz 280 SL Pagode in beautiful colour scheme for sale Want to buy a MercedesBenz 280 SL Pagode? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €159,950",3
237,q1,2822,d2823,237,6.498767628893553,mercedes bmw x1,Mercedes Benz,SLK 320,"Mercedes Benz SLK 320 2000 €14,950 MercedesBenz SLK 320 Mercedes Benz SLK 320 | V6 | History known | European car | 2000 Highlights: 3.2 Ltr, V6 engine MercedesBenz SLK 320 delivered in Germany for sale MercedesBenz SLK 320 in Designo Silver for sale Want to buy a MercedesBenz SLK 320? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €14,950",3
244,q1,2735,d2736,244,5.68684776664655,mercedes bmw x1,Mercedes Benz,280S,"Mercedes Benz 280S 1977 €16,950 MercedesBenz 280S MercedesBenz 280 S | Restored | European car | Sliding roof | 1977 Highlights: Restored Restored MercedesBenz 280 S for sale Silver gray MercedesBenz 280 S for sale Want to buy a MercedesBenz 280 S? €16,950",3
250,q1,2719,d2720,250,4.606595847127235,mercedes bmw x1,Mercedes Benz,450SL,"Mercedes Benz 450SL 1980 €46,950 MercedesBenz 450SL MercedesBenz 450 SL | European Car | Air conditioning | Hard Top | 1980 Highlights: Very good condition European MercedesBenz 450 SL for sale MercedesBenz 450 SL with hard top for sale Want to buy a MercedesBenz 450 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €46,950",3
253,q1,2776,d2777,253,4.457183565445354,mercedes bmw x1,Mercedes Benz,300,"Mercedes Benz 300 1992 Price on request MercedesBenz 300 CE24 Cabriolet MercedesBenz 300 CE24 Cabriolet | Very good condition | 1992 Highlights: Maintained by a MercedesBenz specialist MercedesBenz 300 CE24 Cabriolet with maintenance history for sale MercedesBenz 300 CE24 Cabriolet in very good condition for sale Want to buy a MercedesBenz 300 CE24 Cabriolet? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. Price on request",3
254,q1,2864,d2865,254,4.457183565445354,mercedes bmw x1,Mercedes Benz,560SL,"Mercedes Benz 560SL 1988 €36,950 MercedesBenz 560 SL Cabriolet MercedesBenz 560 SL Cabriolet | History known | New paint | 1988 Highlights: New paint MercedesBenz 560 SL Cabriolet for sale MercedesBenz 560 SL with new paint for sale Want to buy a MercedesBenz 560 SL Cabriolet? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €36,950",3
255,q1,2893,d2894,255,4.457183565445354,mercedes bmw x1,Mercedes Benz,Unimog,"Mercedes Benz Unimog 1961 €54,950 MercedesBenz Unimog 411 Cabriolet MercedesBenz Unimog 411 Cabriolet | Extensively restored | 1961 Highlights: Recently extensively restored MercedesBenz Unimog 411 Cabriolet for sale Extensively restored MercedesBenz Unimog 411 Cabriolet for sale Want to buy a MercedesBenz Unimog 411 Cabriolet? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €54,950",3
256,q1,2744,d2745,256,4.4095102573945475,mercedes bmw x1,Mercedes Benz,300SL,"Mercedes Benz 300SL 1990 €22,950 MercedesBenz 300 SL24 Cabriolet MercedesBenz 300 SL24 Cabriolet | Automatic gearbox | Very good condition | 1990 Highlights: 2960cc 24V 6 cylinder MercedesBenz 300 SL24 Cabriolet for sale MercedesBenz 300 SL24 Cabriolet in very good condition for sale Want to buy a MercedesBenz 300 SL24 Cabriolet? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €22,950",3
257,q1,2922,d2923,257,4.4095102573945475,mercedes bmw x1,Mercedes Benz,350SL,"Mercedes Benz 350SL 1972 €34,950 MercedesBenz 350 SL MercedesBenz 350 SL | Maintenance history Known | Good Condition | 1972 Highlights: Maintenance history known MercedesBenz 350 SL with maintenance history for sale MercedesBenz 350 SL with hard top and soft top for sale Want to buy a MercedesBenz 350 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €34,950",3
258,q1,2712,d2713,258,4.317159001072937,mercedes bmw x1,Mercedes Benz,280SL,"Mercedes Benz 280SL 1968 €129,950 MercedesBenz 280 SL MercedesBenz 280 SL | Extensively restored | History known | Hard top | 1968 Highlights: Extensively restored in original colour scheme Extensively restored MercedesBenz 280 SL for sale MercedesBenz 280 SL in Dunkel Grn for sale Want to buy a MercedesBenz 280 SL? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €129,950",3
259,q1,2838,d2839,259,4.272418969153076,mercedes bmw x1,Mercedes Benz,220,"Mercedes Benz 220 1964 €29,950 MercedesBenz 220 SEB Heckflosse MercedesBenz 220 SEB Heckflosse | 2 Owners | European car | 1964 Highlights: 38 years 1 owner MercedesBenz 220 SEB Heckflosse from 2nd owner for sale White MercedesBenz 220 SEB Heckflosse for sale Want to buy a MercedesBenz 220 SEB Heckflosse? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €29,950",3
263,q1,2710,d2711,263,3.983447241055656,mercedes bmw x1,Mercedes Benz,220 SE,"Mercedes Benz 220 SE 1960 €159,950 MercedesBenz 220 SE Cabriolet MercedesBenz 220 SE Cabriolet | Extensively restored | Very good condition | 1960 Highlights: Extensively restored Extensively restored MercedesBenz 220 SE Ponton Cabriolet for sale Black MercedesBenz 220 SE Ponton Cabriolet for sale Want to buy a MercedesBenz 220 SE Cabriolet? We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. In some countries we can help with financing. Ask our sales staff. €159,950",3
51,q1,1834,d1835,51,7.7877846507535615,mercedes bmw x1,Mercedes-Benz,280SE,"MercedesBenz 280SE 1969 $155,900 1969 Mercedes 280SEBlack/black/black Mercedes 280 SE Cabriolet in showquality condition. New paint on flawless body is ready for a concourse. Lomiles with factory air conditioning and floor mounted automatic. Fully detailed throughout. Extremely rare and second to none $155,900",9
52,q1,2854,d2855,52,7.667175213197657,mercedes bmw x1,BMW,700,"BMW 700 1965 €14,950 BMW 700 1965 BMW 700 good condition 1965 Highlights: This 1965 BMW 700 sedan in good condition has the 697cc 2cylinder engine with manual gearbox. The elegant body has a beautiful white paintwork. The interior has black upholstery in good condition. Are you looking for a beautiful BMW 700 from the sixties? For more information or a personal shop video, please contact one of our sales people. We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €14,950",9
59,q1,2793,d2794,59,7.390960697623727,mercedes bmw x1,BMW,325 iX,"BMW 325 iX 1988 €17,950 BMW 325 IX 1988 BMW 325 IX 1988 fourwheel drive Highlights: We offer for sale this beautiful BMW 325 IX with fourwheel drive. This classic car comes from the private collection of a regular customer of ERclassics, who has had this car in its collection for more than 6 years. The BMW is well maintained and finds itself in a neat condition. The car has a sporty 6 cylinder engine to drive beautiful tours. Do you want to buy a BMW 325? Please contact us about this car by email or telephone and ask for a personal shop video or visit our showroom. We can help with transport. Within Europe you do not need to pay any import duties. Trading in, buying and consignment possible. €17,950",9
240,q1,2405,d2406,240,6.255073429162124,mercedes bmw x1,Mercedes-Benz,190SL,"MercedesBenz 190SL 1961 $120,000 Please note that the price is in euros Excellence on road and rally Mercedes 190 SL The Mercedes 190 SL is a perfect example of listening to feedback. After the 300 SL was introduced, an American Mercedes importer noticed that many people were interested, but that the 300 SL was too expensive for what most wanted to spend on a weekend car. After a phone call with Germany, everything accelerated; later that year the 190 SL appeared at the New York show. A year later, the production version was ready in Geneva. Remarkably, not as a sports car, but as a comfortable twoseater. This became a great success, from 1955 to 1963 more than 25.000 cars were produced in Germany. Our 190 SL is from 1961, when smoking and ivory were still very normal, and was brought to the Netherlands in 1994. There the car remained in the family until 2019, after which it went to a Dutch collector. This collector decided to thin out his collection and now we were able to add the 190 to ours. The 190 SL is in good condition, and it even participated in the historic Zolder Grand Prix twice. Not for racing, fortunately, because it was never meant for that, but for strolling. If you want to enjoy yourself comfortably in the direction of Italy or just along the beach in the Netherlands without having to participate in every traffic light race, then this is the car for you! You dont have to prove anything with this car because, 190 SL. Pure class. Any way you look at it Mercedes 190 SL $120,000",9
241,q1,173,d174,241,6.181246106348889,mercedes bmw x1,BMW,740i,"BMW 740i 1998 $5,000 I bought from BMW was a certified used BMW in 2002. I've owned and maintained ever since. It was deemed a total loss by insurance due to a hail storm. I kept the car and had all the small dings pulled out via a dent pull firm. The car runs great, looks really good. Only a few small items aren't perfect. Small crack in front bumper shield, cupholder doesn't work right, missing a rear door lock stem . Well maintained car and many repairs over the years. New tires and recent state inspection. $5,000",9
242,q1,2221,d2222,242,5.848189777945374,mercedes bmw x1,Mercedes-Benz,300SL,"MercedesBenz 300SL 1991 $21,500 this is a mercedes 300sl convertible with only 11555 miles on it.. one owner car which was purchase new in south carolina. car is in like new condition. has the original window sticker. all manuals are included. has a hardtop stand. everything works on the car. $21,500",9
243,q1,365,d366,243,5.826923188002402,mercedes bmw x1,Mercedes-Benz,500K,"MercedesBenz 500K 1934 $35,555 Enjoy an unforgettable ride in this artfully designed 1934 Mercedes Benz 500K red convertible beauty! This most beautiful reproduction of the 1934 500K Mercedes was built in 2007 in New Jersey. This sleek beauty sits on a heavyduty steel chassis and massive, eyecatching chrome wire wheel inserts that hug the road ensuring a smooth ride. Gorgeous front chrome grill with authentic Mercedes star insignia and spectacular semifolding engine hood wings; Trumpetsound horns and rearhinged doors; Light tan leather interior and light tan, manual formfitted folding hideaway heavyduty convertible top; Continental spare tire sitting on rear trunk lid; Chrome tail and front signal lights, fog lights, and stunning, huge 12inch chrome head lights. Equipped with a new battery; power steering; power brakes; radio; and air conditioning. Title provided. After payment has been confirmed, if necessary, Seller will assist with shipping anywhere in the U.S. $35,555",9
246,q1,1838,d1839,246,4.884139286871092,mercedes bmw x1,Mercedes-Benz,250SL,"MercedesBenz 250SL 1967 $97,900 1967 Mercedes 250SLThe Pagoda Series This 250SL has only been owned by 2 families since new and is now available for the first time in 40+ years. It has been meticulously cared for and has records dating back to its original purchase from a California dealer. The 250SL was the second version of the W 113 SL series and featured a number of improvements over the earlier version. It is also very collectible since of the 48,912 SLs made in that series fewer than 5,200 were 250SLs. A Wonderful Example! This SLs paint was redone in its original Ivory a number of years ago and still looks fresh. It has a deep shine and strong color. The chrome is in very good condition and nicely compliments the paint. The pagoda hard tops paint is in very nice condition, as is the headliner. The convertible top is in good condition. The seat upholstery is red , contrasting nicely with the Ivory exterior and in very good condition. The carpeting is also red. The wood trim on the interior is in good condition as is the red dash covering. The instrument cluster and the rest of the interior looks very nice. The cars 2.5 liter fuelinjected engine starts and runs nicely. It has plenty of power to pull this car along briskly at modern highway speeds. The transmission is 4speed manual. This Mercedes is truly a 4season car, equally comfortable with the convertible top down or the pagoda hardtop installed. This 250SL also has Kuhlmeister air conditioning that will need servicing. It is also a car where all the safety features workhorn, lights, wipers, turn signals, even the clock works. The mark of a great Mercedes! These 250 SLs were equipped with powerassisted steering and power disc brakes. A Very Nice Example of one of Mercedes Most Soughtafter Sports Cars Finding a largely original example of the limited production 250 SL series is a rare event. These cars are highly in demand and therefore represent not just a great driving experience but a sound investment as well. And if there was ever a sports car that made you feel as if you are driving on the Autobahn, this 250 SL is it! And of all the sports cars with removable hardtops, there is norepeat, FOR MORE INFORMATION CALL US AT: 5403704474 $97,900",9
247,q1,147,d148,247,4.810642212949583,mercedes bmw x1,BMW,Isetta,"BMW Isetta 1958 $48,000 Very nice car . I installed a clutch , pressure plate , muffler , carburetor and fuel valve using OEM parts . Numbers matching car I have been fortunate to own and drive that I purchased nearly forty years ago . $48,000",9
248,q1,1638,d1639,248,4.742087038713761,mercedes bmw x1,Mercedes-Benz,300SEL,"MercedesBenz 300SEL 1988 $13,500 Finally here now, just10 minutes fromthe famous Silicon Valley of San Francisco. 1988 Mercedes 300SEL with just over 80k original miles. Original 2 owner 300sel sedan, original ArcticWHITE, on SLATE GRAY LEATHER, in very originalcondition. Original paint, interior, and engine, with very low miles. No leaks, smoking, or eminent issues at hand, and this car is a Driver. All doors, windows, sunroof, and door lock actuatorsystem arefully operable. Air Conditioning fully serviced, and works fine. Engine, transmission, are in excellent running condition. All frontrear, and door glass intact, paint in original condition, and still holds a decent nice sheen, and this 300sel shows well, but not a Garage Queen.No rips anywhere in the interior, carpets are clean, and unstained.NON SMOKING, NO PETS, owner. Safe, solid, sound Mercedes in roadworthy condition. land line calls preferred;65o344111 seVen $13,500",9
249,q1,864,d865,249,4.606595847127235,mercedes bmw x1,Mercedes-Benz,280SE,"MercedesBenz 280SE 1968 $154,000 If you were asked to close your eyes and picture a classic MercedesBenz convertible, this is most likely the car that would come to mind. Though mid size, this big boy is a smooth and fast traveler. Sitting halfway between flashy and restrained, this car was designed for the wealthiest of the time. It can be enjoyed with the top up or down which makes it even more of an attractive collectible. A perfect depiction of a classic Mercedes Convertible in absolutely pristine condition. DEAL PENDING $154,000",9
251,q1,957,d958,251,4.526150812924473,mercedes bmw x1,Mercedes-Benz,280SL,"MercedesBenz 280SL 1970 $182,000 Offered for sale is a restored 1970 Mercedes Benz 280SL with a 4speed manual transmission. This car has undergone our comprehensive 280SL restoration process which includes: Engine removed and resealed, cylinder head rebuilt. Full tune up, all new drive belts, hoses and clamps. New water pump and thermostat, radiator rebuilt. All new motor mounts, firewall pad, timing chain tensioner, new exhaust. Suspension and undercarriage stripped clean and undercoated. New fuel lines, new Mercedes exhaust. Clean and reassemble suspension components including all new bushings, clean and detail gas tank. New Bilstein shocks. New Clutch. New brake pads and rotors, new brake lines. Paint process: Car is completely disassembled, windows removed, cowl removed, doors, hood, trunk removed. Car is then stripped to bare metal and painted using correct Glasurit paint. Color is Dark Olive . All new Mercedes rubber seals used when car is reassembled. All new leather seats, using premium German Cognac leather, door panels, dashboard, kick panels and rear quarters. All new German carpets. All materials from GAHH of California. Wood refinished at Madera Concepts. New German canvas soft top. All chrome and trim is either replaced with new or refinished. For more information, please call 6312838819. Stock: 16939 Color: Olive Green Interior color: Cognac VIN: 11304410016939 Transmission: Manual Body style: Convertible Year: 1970 Engine: 6 Cylinder Miles: 98591 $182,000",9
252,q1,170,d171,252,4.457183565445354,mercedes bmw x1,Mercedes-Benz,380SL,"MercedesBenz 380SL 1986 $15,000 Classic 1985 Mercedes Benz 380SL!Extremely rare color combo, original burgundy leather seats and creme exterior with strawberry decals! hard and soft top included, all original and in great condition.All the cars cosmetics are original, the engine has been worked on over last 2 years to be daily driver, please inquire for all mechanic receipts. Passes smog check, cold and hotA/C works, in great condition for the mileage. $15,000",9
260,q1,135,d136,260,4.231072036163712,mercedes bmw x1,Mercedes-Benz,280SL,"MercedesBenz 280SL 1970 $129,900 This 1971 MercedesBenz 280SL was delivered new to W.I Simonson Mercedes Santa Monica, CA, and this Pagoda lived in Southern California its whole life. First owner was a Lawyer who took excellent care of this vehicle. Mercedes stamped records booklet and always pampered. Second owner was a businessman who was in the nuts & bolts business acquired this vehicle in 1997 and had been the owner since. Many detailed serviced history and a full restoration was completed in the early 2000's.This vehicle is now being listed from a private collection. Factory inner fenders with correct spot welds and factory fender notching. Powered by a serviced 2.8liter inlinesix mated to a fourspeed automatic transmission, the car is finished in Signal Red over black leather upholstery. Equipment includes a color matching removable hardtop, power steering, air conditioning, a Becker Europa AM/FM stereo, data card, Auxiliary Bench and Bumper Over Riders This W113 is now offered with a window sticker, manufacturers literature, service records, a hardtop stand, a tool roll, two keys. Please feel free to call/text 6216883. $129,900",9
261,q1,1063,d1064,261,4.189216639848856,mercedes bmw x1,BMW,2002TII,"BMW 2002TII 1973 $55,000 Intro This is a 1973 BMW Euroversion 2002tii with sunroof, A/C, and 4speed transmission.It was sold new in Germany and then imported to Japan in 1978, where the owner stored it in a dealer showroom for many years so it has very low mileage. A restoration was done several years ago and included a rebuild of the engine, transmission, and injection pump. It has aftermarket air conditioning, 2002 Turbo sport seats, RS Watanabe wheels, upgraded shocks and springs, MOMO Prototipo steering wheel, and Marchal headlights. The vehicle is in California. Exterior During the restoration the car was repainted in its original Golf yellow. The seller notes a rust bubble in front of and behind the left rear wheel well and a few on the lower R door. The spare tire bay bottom was replaced, and exhibits some surface rust. This 2002 has a factory sunroof and aftermarket RS Watanabe wheels which are a replica of the popular Minilite wheels.Itfeatures the round taillights of an early 2002 which gave it the nickname roundie.The bumpers were rechromed, and the suspension was lowered with firmer springs and shocks added for better handling. The seller notes the ride is firm but enjoyable and the car handles well. An ANSA performance exhaust and brighter Marchal headlights were also added. The tires are a newer Japanese brand. Interior The black interior was reupholstered during the restoration in new aftermarket vinyl and the carpet was replaced. The front sport seats are from a 1974 BMW Turbo. This 2002tii has the stock Euroversion gauges with additional gauges for oil pressure and ammeter. It has an aftermarket MOMO Prototipe steering wheel and an AM/FM Japanese radio. The seller noted some small cracks in the dash and tear in the headliner. Mechanicals This 1973 BMW 2002tii has only 55,000 kilometers on the odometer . The vehicle restoration was done several years ago and included a rebuild of the engine, transmission, and fuel injection pump. The seller notes that there are no noticeable leaks and vehicle was recently inspected and serviced. Summary This BMW 2002tii has the desirable round taillights and popular upgrades consisting of sunroof, A/C, 2002 Turbo sport seats, additional gauges for oil pressure and ammeter, MOMO steering wheel,firmer suspension, ANSA exhaust, alloy wheels, and upgraded headlights. It has benefited from a complete service and can be inspected and test driven anytime. $55,000",9
